CustomerID,Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Churn
385569,27,1,9,18,0,10,100,365,862.19,23,0
385570,24,0,40,29,2,12,10,365,511.99,7,0
385571,45,1,4,21,0,5,100,365,854.11,18,0
385572,42,1,56,4,4,13,50,365,976.74,9,0
385573,26,1,42,26,0,8,100,365,993.09,3,0
385574,44,0,17,13,1,14,10,90,632.38,9,0
385575,21,1,47,20,0,2,10,90,922.28,26,0
385576,20,1,49,14,0,17,10,90,890.59,1,0
385577,26,0,30,28,2,16,100,90,573.69,15,0
385578,41,0,40,6,0,7,100,90,859.22,8,0
385579,42,0,43,2,3,16,50,365,981.04,2,0
385580,31,0,33,29,3,7,100,365,623.56,10,0
385581,20,1,33,15,2,20,50,90,696.64,9,0
385582,18,1,30,3,0,3,100,90,925.2,21,0
385583,18,1,11,11,0,18,10,365,898.18,8,0
385584,41,1,28,21,2,6,100,365,861.87,16,0
385585,38,1,9,3,0,14,10,90,618.03,1,0
385586,23,1,54,24,0,18,100,90,995.89,10,0
385587,33,0,50,6,0,10,10,365,781.12,15,0
385588,31,1,12,13,2,18,10,90,520.38,17,0
385589,37,0,52,10,0,18,100,365,986.78,10,0
385590,40,1,20,11,3,12,50,90,527.69,23,0
385591,50,1,52,13,5,3,100,365,900.28,23,0
385592,42,0,49,10,3,16,50,90,547.77,13,0
385593,23,1,12,23,0,18,50,90,856.52,18,0
385594,45,1,29,26,0,14,100,90,968.67,29,0
385595,28,1,28,14,2,0,50,90,779.75,15,0
385596,26,1,33,12,1,10,10,365,841.2,25,0
385597,29,1,19,19,0,16,100,90,650.88,24,0
385598,31,0,11,10,2,14,100,365,615.07,3,0
385599,29,1,24,29,2,20,10,90,979.43,18,0
385600,42,1,39,18,2,7,10,365,638.37,11,0
385601,38,0,48,18,2,9,50,90,576.43,3,0
385602,26,0,49,28,1,14,50,365,633.49,5,0
385603,38,1,30,18,1,0,10,365,567.7,24,0
385604,20,1,18,13,2,1,100,90,818.15,9,0
385605,49,1,55,1,0,1,10,365,809.69,7,0
385606,50,0,43,28,2,14,50,90,943.7,6,0
385607,45,0,55,24,4,6,50,90,671.14,3,0
385608,20,0,32,28,1,16,100,90,890.88,10,0
385609,31,0,44,25,0,19,50,90,622.62,3,0
385610,21,1,9,16,1,18,100,365,504.45,15,0
385611,22,0,27,5,2,18,50,90,727.74,13,0
385612,33,0,44,9,0,3,50,90,742.96,11,0
385613,50,0,40,25,5,10,10,365,635.64,14,0
385614,49,1,2,18,1,15,50,90,514.96,4,0
385615,32,1,41,6,3,10,50,365,857.29,17,0
385616,35,1,41,10,1,10,50,90,600.04,28,0
385617,26,0,27,22,2,18,50,365,805.07,15,0
385618,43,1,31,14,4,12,10,90,591.44,2,0
385619,31,1,9,18,2,17,50,365,526.61,18,0
385620,34,1,35,13,1,8,50,90,914.7,2,0
385621,43,1,8,27,3,8,100,365,972.1,23,0
385622,26,0,5,27,1,8,100,90,800.17,14,0
385623,27,1,57,22,0,8,100,90,689.68,10,0
385624,49,1,53,26,3,17,50,365,913.05,20,0
385625,48,0,35,13,0,12,100,90,730.78,1,0
385626,42,1,8,9,4,20,10,90,587.03,1,0
385627,25,1,45,17,0,2,100,90,877.09,14,0
385628,46,0,46,4,3,11,10,365,566.7,3,0
385629,27,1,27,22,1,8,10,90,647.95,13,0
385630,25,0,31,14,0,8,50,90,900.66,14,0
385631,43,0,7,14,4,11,100,365,685.65,10,0
385632,47,0,35,30,0,14,10,365,804.83,15,0
385633,21,1,11,5,2,15,50,365,795.43,22,0
385634,49,1,58,7,1,15,100,365,729.04,7,0
385635,35,1,60,29,3,1,50,90,621.69,3,0
385636,48,0,29,27,3,0,50,365,856.61,15,0
385637,19,0,39,5,1,18,50,90,802.87,13,0
385638,32,0,47,22,0,12,100,365,579.5,4,0
385639,26,1,4,26,1,19,100,365,930.9,6,0
385640,38,0,47,8,1,5,10,365,908.46,14,0
385641,21,1,53,4,1,19,100,365,723.72,5,0
385642,22,1,39,10,2,12,100,365,876.04,22,0
385643,28,0,2,27,1,13,50,90,911.88,12,0
385644,31,0,26,2,0,2,10,90,608.76,15,0
385645,50,1,48,18,5,14,50,90,571.4,11,0
385646,44,1,48,5,3,19,100,90,748.77,27,0
385647,22,1,25,21,0,4,100,90,512.29,22,0
385648,28,1,22,30,1,15,50,365,915.96,9,0
385649,38,0,14,21,3,1,100,365,893.6,3,0
385650,42,0,2,29,2,5,100,365,914.31,10,0
385651,28,1,16,14,1,15,50,90,848.99,11,0
385652,24,0,6,20,0,20,100,90,613.73,12,0
385653,35,1,9,14,2,4,50,90,852.16,23,0
385654,42,1,39,22,0,9,50,90,689.89,16,0
385655,41,1,37,20,1,4,10,90,816.67,11,0
385656,48,1,43,1,1,0,100,90,591.92,16,0
385657,35,0,7,19,0,7,10,90,575.97,1,0
385658,46,1,58,15,4,12,100,365,760.74,27,0
385659,38,0,38,3,1,10,100,365,636.45,1,0
385660,30,1,26,30,0,14,100,90,594.58,14,0
385661,32,0,53,22,1,9,10,90,500.4,5,0
385662,24,1,14,14,2,0,50,90,973.6,18,0
385663,27,0,49,16,0,12,10,90,768.36,3,0
385664,40,1,48,24,3,6,10,365,514.23,26,0
385665,19,1,14,20,1,2,10,90,852.98,15,0
385666,25,0,37,15,2,3,10,365,953.92,9,0
385667,48,1,53,7,1,19,100,90,881.72,22,0
385668,28,0,19,22,1,1,50,365,749.95,9,0
385669,27,1,47,7,2,12,10,365,752.33,24,0
385670,38,0,12,22,0,14,100,365,692.43,6,0
385671,37,0,3,14,3,5,100,365,694.22,7,0
385672,42,1,48,11,3,5,50,90,943.88,17,0
385673,45,1,3,11,3,15,100,90,912.26,24,0
385674,48,1,41,16,0,6,10,90,977.74,30,0
385675,49,1,30,6,3,4,100,90,959.92,17,0
385676,30,1,3,5,2,7,50,90,949.09,13,0
385677,39,1,3,26,0,3,50,90,983.09,18,0
385678,25,1,54,25,2,9,100,365,842.16,21,0
385679,35,1,56,3,3,7,10,365,801.83,14,0
385680,42,0,2,17,2,14,50,90,711.93,2,0
385681,49,0,46,23,1,11,10,365,721.73,9,0
385682,20,0,44,26,0,4,10,365,854.55,5,0
385683,37,1,50,26,0,18,10,365,794.49,25,0
385684,31,0,28,29,1,18,100,365,768.14,7,0
385685,31,0,42,27,0,4,50,365,510.83,1,0
385686,50,1,52,8,3,19,100,365,938.61,1,0
385687,23,1,37,20,1,8,100,90,760.9,19,0
385688,30,1,29,23,0,10,100,90,553.18,22,0
385689,49,0,2,11,3,19,100,90,664.34,3,0
385690,21,1,24,14,2,5,100,365,981.03,5,0
385691,33,1,8,28,0,11,100,365,614.81,21,0
385692,26,1,54,13,1,1,50,90,988.87,15,0
385693,50,1,19,22,1,4,100,90,894.72,17,0
385694,42,1,50,21,1,10,50,90,638.37,24,0
385695,31,1,18,15,1,5,100,90,982,24,0
385696,36,1,42,7,3,2,10,365,943.22,18,0
385697,27,1,9,27,1,4,100,90,812.37,20,0
385698,22,0,39,13,2,20,10,90,762.52,14,0
385699,47,1,7,24,2,15,50,90,679.96,19,0
385700,26,1,12,23,0,4,50,90,895.42,24,0
385701,24,1,59,11,0,19,100,365,651.42,9,0
385702,40,1,55,3,1,7,10,365,715.67,5,0
385703,50,0,27,21,4,5,10,90,565.67,13,0
385704,18,0,6,20,1,11,100,365,626.35,13,0
385705,35,1,14,25,1,16,100,90,550.93,7,0
385706,25,0,26,18,2,9,50,90,861.8,6,0
385707,34,0,32,22,0,16,50,365,671.17,1,0
385708,49,1,15,29,4,4,10,365,649.87,2,0
385709,44,1,41,22,1,10,10,90,526.56,18,0
385710,48,1,45,15,0,8,100,90,736.72,17,0
385711,45,1,46,21,3,14,50,90,634.27,27,0
385712,47,0,8,5,2,16,50,365,771.89,15,0
385713,36,0,49,25,3,16,10,90,919.57,1,0
385714,28,1,34,14,1,5,100,365,548.78,1,0
385715,38,1,30,27,2,4,10,365,939.9,8,0
385716,50,1,60,17,2,14,100,365,648.55,15,0
385717,27,1,38,15,2,10,50,90,627.91,25,0
385718,20,1,26,21,2,10,100,90,869.49,28,0
385719,46,1,32,19,4,1,100,90,869.3,22,0
385720,47,0,35,1,3,0,50,365,676.86,6,0
385721,24,0,9,22,0,1,10,90,799.69,7,0
385722,41,1,59,8,2,7,50,90,632.61,6,0
385723,37,0,31,28,3,13,10,365,969.66,5,0
385724,36,1,49,8,1,0,100,90,796.45,11,0
385725,46,1,5,12,0,20,100,90,764.17,5,0
385726,23,1,19,12,2,1,100,90,737.45,28,0
385727,41,1,59,8,2,10,50,365,610.06,2,0
385728,34,1,33,11,3,12,10,90,584.33,22,0
385729,18,1,59,26,0,13,50,90,573.15,24,0
385730,47,0,17,15,2,1,50,90,948.55,12,0
385731,33,1,5,18,0,6,100,365,754.42,7,0
385732,47,0,29,7,4,17,10,365,914.95,7,0
385733,40,1,44,13,2,0,50,365,927.9,22,0
385734,47,0,58,14,2,8,50,90,585.47,4,0
385735,31,0,52,8,1,18,10,90,782.47,8,0
385736,36,1,35,3,2,17,50,90,576.12,19,0
385737,43,1,2,22,2,3,100,365,590.89,17,0
385738,49,1,35,11,2,9,10,90,649.5,7,0
385739,45,0,50,3,3,0,50,365,884.07,2,0
385740,48,0,43,9,2,17,100,90,766.78,5,0
385741,44,0,7,17,4,16,10,90,799.95,2,0
385742,36,0,38,26,0,20,100,90,869.38,9,0
385743,45,0,54,14,2,15,10,365,974.34,10,0
385744,48,1,7,20,3,6,100,365,974.47,2,0
385745,49,1,13,21,3,12,50,365,605.42,18,0
385746,29,1,53,22,1,3,50,90,695.77,18,0
385747,42,1,37,28,0,6,50,90,972.47,30,0
385748,22,1,6,20,1,7,100,90,612.98,22,0
385749,32,1,36,22,0,11,10,365,612.07,9,0
385750,31,1,46,19,0,12,50,90,649.99,9,0
385751,37,0,47,8,1,9,100,90,877.83,2,0
385752,38,0,52,12,1,9,100,90,696.17,1,0
385753,50,0,30,6,0,6,10,365,722.04,7,0
385754,49,1,53,22,4,10,10,365,930.11,15,0
385755,30,0,48,14,2,10,100,365,796.32,9,0
385756,21,1,43,6,2,10,100,90,572.35,19,0
385757,42,0,52,17,3,6,50,90,713.42,9,0
385758,43,1,60,8,4,1,50,90,979.52,29,0
385759,47,1,54,20,3,9,100,365,717.82,24,0
385760,33,0,42,23,0,9,10,90,508.21,1,0
385761,39,1,44,21,3,14,10,365,869.38,15,0
385762,39,1,21,13,2,18,50,90,612.02,17,0
385763,48,1,25,4,2,11,10,365,732.61,10,0
385764,30,1,38,20,0,16,50,365,606.71,15,0
385765,48,0,35,6,0,8,100,365,501.14,11,0
385766,40,1,44,28,1,12,100,365,562.18,21,0
385767,18,0,45,2,0,9,100,365,672.05,15,0
385768,50,0,5,29,0,14,100,365,824.64,11,0
385769,34,1,52,21,3,17,50,365,886.06,6,0
385770,45,1,58,29,3,4,100,365,721.83,17,0
385771,36,1,19,25,1,14,100,90,585.5,30,0
385772,33,1,13,10,3,4,100,90,637.84,6,0
385773,49,0,7,27,4,1,10,365,947.17,3,0
385774,39,0,54,22,3,11,10,365,865.6,8,0
385775,36,1,55,21,0,19,10,365,704.99,21,0
385776,33,0,36,21,1,10,10,90,525.56,2,0
385777,27,0,39,6,2,0,50,90,622.04,11,0
385778,23,1,55,2,0,19,50,90,735.65,6,0
385779,23,1,9,1,1,5,50,90,587.26,12,0
385780,32,1,12,10,2,15,50,365,876.51,22,0
385781,20,1,49,9,2,20,50,90,881.94,28,0
385782,49,1,31,5,4,10,100,90,522.65,12,0
385783,42,1,27,13,3,3,100,365,705.42,6,0
385784,40,1,31,23,1,5,100,90,552.78,13,0
385785,43,0,18,19,2,8,100,365,741.2,3,0
385786,25,1,15,29,0,7,10,365,919.04,16,0
385787,45,1,17,18,4,1,10,90,916.82,21,0
385788,36,1,29,7,0,15,50,90,890.05,2,0
385789,33,0,11,4,3,2,50,90,936.36,9,0
385790,36,1,6,11,0,4,10,365,933.55,21,0
385791,42,0,29,27,0,18,50,365,670.78,14,0
385792,48,1,28,20,1,3,100,365,847.57,6,0
385793,45,0,52,3,4,14,100,90,971.53,14,0
385794,40,1,17,22,4,8,100,365,823.32,11,0
385795,39,1,50,30,1,3,50,90,501.29,16,0
385796,47,0,28,30,3,19,10,90,908.76,13,0
385797,40,0,34,26,3,7,100,365,692.88,2,0
385798,44,0,4,6,2,15,50,365,545.92,10,0
385799,32,0,31,5,2,18,100,365,836.23,9,0
385800,38,1,42,14,1,15,100,90,616.82,3,0
385801,42,0,48,22,4,15,10,365,644.91,1,0
385802,40,0,52,6,2,4,50,365,543.34,10,0
385803,33,1,58,16,1,13,100,365,991.35,11,0
385804,37,0,41,28,1,16,100,90,546.2,13,0
385805,23,0,8,28,1,15,100,365,954.75,13,0
385806,48,1,40,25,2,11,10,365,527.24,20,0
385807,35,1,43,24,1,12,100,365,695.91,25,0
385808,20,1,24,23,0,16,10,90,506.66,4,0
385809,32,0,43,25,3,3,100,365,613.57,9,0
385810,42,1,26,3,1,8,50,365,587.87,7,0
385811,49,0,30,20,0,4,10,90,714.51,1,0
385812,38,1,25,16,0,19,50,90,879.8,14,0
385813,41,1,40,8,4,17,100,90,674.39,26,0
385814,38,1,34,23,3,9,100,90,899.64,14,0
385815,36,0,12,30,2,2,50,365,785.09,9,0
385816,37,0,10,5,0,6,10,90,593,14,0
385817,50,1,37,12,2,1,50,365,766.36,17,0
385818,41,1,39,10,1,4,50,365,835.18,26,0
385819,43,1,46,12,2,18,50,90,806.92,29,0
385820,46,0,20,20,1,4,100,90,881.41,9,0
385821,30,1,40,9,1,1,100,90,634,19,0
385822,49,0,44,27,4,13,50,90,876.87,7,0
385823,41,1,27,2,0,15,100,365,521.02,21,0
385824,22,0,28,4,0,10,100,90,995.84,2,0
385825,40,1,55,5,1,0,100,365,502.19,17,0
385826,27,1,17,13,0,9,10,90,891.67,15,0
385827,43,1,47,12,0,19,100,90,953.17,10,0
385828,47,0,13,14,1,15,50,90,537.15,13,0
385829,50,0,6,26,3,5,10,365,944.21,12,0
385830,40,0,10,21,3,1,100,90,682.03,1,0
385831,45,1,6,7,2,8,10,365,733.58,4,0
385832,47,1,57,1,2,1,100,365,691.78,22,0
385833,30,1,46,11,3,5,10,90,874.66,17,0
385834,30,1,55,4,1,10,50,90,902.43,25,0
385835,28,1,47,7,0,14,100,365,920.28,13,0
385836,44,1,56,30,3,12,100,365,610.73,1,0
385837,20,0,15,16,0,19,50,365,771.26,2,0
385838,30,0,42,18,2,10,100,365,760.25,15,0
385839,48,1,27,28,3,6,10,365,919.44,1,0
385840,45,1,6,2,0,6,100,90,905.91,15,0
385841,48,0,48,19,2,13,100,90,828.03,14,0
385842,34,1,29,13,3,7,50,90,587.3,16,0
385843,45,1,12,17,4,5,100,365,702.59,11,0
385844,36,1,53,20,2,10,50,365,983.07,1,0
385845,28,1,39,25,0,12,50,90,948.92,13,0
385846,32,1,48,30,0,7,50,365,870.45,6,0
385847,43,1,16,30,1,18,50,90,632,16,0
385848,35,1,5,10,1,14,50,365,614.44,6,0
385849,28,0,6,19,1,0,100,90,700.29,5,0
385850,37,1,12,23,2,2,50,365,620.51,24,0
385851,42,1,17,11,1,3,100,365,857.17,18,0
385852,34,0,42,8,3,1,50,365,505.39,10,0
385853,48,1,27,16,1,9,50,90,767.66,22,0
385854,21,1,30,9,1,10,10,365,857.08,4,0
385855,34,1,44,4,1,9,100,365,692.93,16,0
385856,39,1,48,3,2,13,50,365,959.35,14,0
385857,33,1,55,25,1,11,100,365,544.01,1,0
385858,46,0,30,6,1,5,100,90,973.06,13,0
385859,33,1,59,6,2,6,50,365,730.84,23,0
385860,45,1,31,2,4,9,100,365,874.94,7,0
385861,31,1,5,17,2,2,50,90,656.82,11,0
385862,43,0,42,29,0,2,50,90,550.74,7,0
385863,49,0,10,27,4,8,50,90,937.36,2,0
385864,36,0,39,18,2,4,50,365,573.48,6,0
385865,38,1,60,23,2,5,50,90,746.06,3,0
385866,38,1,49,25,2,10,100,90,971.45,7,0
385867,34,1,11,12,1,10,10,365,972.62,16,0
385868,43,1,25,13,2,1,10,365,707.98,18,0
385869,49,0,11,20,4,5,100,365,848.47,1,0
385870,36,1,24,14,1,10,10,365,847.85,20,0
385871,49,0,32,6,4,1,10,90,802.99,10,0
385872,31,1,56,12,1,2,10,365,649.85,23,0
385873,46,1,41,6,2,12,10,90,610.87,13,0
385874,27,1,13,12,2,8,100,365,999.84,4,0
385875,38,1,8,6,3,4,10,365,819.17,16,0
385876,49,0,17,24,2,13,10,90,975.88,7,0
385877,26,1,51,7,0,10,10,365,964.96,13,0
385878,36,0,35,10,3,12,50,365,802.98,5,0
385879,23,1,54,12,2,11,100,90,655.48,12,0
385880,40,1,2,15,1,6,100,90,945.51,16,0
385881,42,1,28,20,0,1,100,90,562.31,16,0
385882,36,1,18,18,3,3,50,365,538.6,3,0
385883,50,1,29,13,2,10,10,90,518.01,14,0
385884,37,0,4,17,3,10,50,90,851.11,8,0
385885,21,1,29,27,2,0,50,365,669.91,18,0
385886,29,1,12,26,1,5,100,365,947.85,5,0
385887,22,1,50,20,1,16,10,90,988.58,8,0
385888,18,0,56,6,1,6,100,90,893.8,6,0
385889,33,1,10,29,2,19,10,90,898.45,29,0
385890,43,1,35,15,4,19,100,90,993.85,25,0
385891,34,1,25,13,0,9,100,90,964.97,11,0
385892,36,1,13,20,2,10,10,365,720.42,7,0
385893,46,1,32,5,4,6,100,90,674.84,12,0
385894,48,1,1,4,4,13,50,365,624.82,10,0
385895,47,0,41,5,0,5,100,365,970.79,13,0
385896,45,1,58,11,4,20,10,90,741.54,12,0
385897,41,1,58,28,4,3,100,365,898.05,20,0
385898,26,0,10,27,1,14,100,365,561.53,5,0
385899,46,0,35,21,1,18,50,365,506.62,5,0
385900,29,0,50,8,0,16,10,90,554.05,10,0
385901,48,0,31,8,0,11,100,365,785.45,4,0
385902,41,0,10,21,4,12,10,90,924.5,11,0
385903,22,1,13,10,0,9,50,365,560.8,21,0
385904,33,1,21,22,3,11,10,365,826.89,28,0
385905,34,1,9,29,3,12,10,365,594.68,11,0
385906,36,1,57,4,3,9,100,90,813.31,2,0
385907,39,0,21,12,3,5,50,90,948.19,2,0
385908,20,1,45,6,2,10,50,365,578.81,3,0
385909,35,1,41,22,2,9,10,365,646.06,6,0
385910,43,1,51,21,4,6,100,365,863.83,6,0
385911,50,1,25,11,2,14,50,90,760.35,8,0
385912,44,0,32,16,4,3,100,90,781.13,8,0
385913,37,0,39,14,1,7,100,90,788.26,3,0
385914,49,0,38,28,1,2,50,365,701.33,5,0
385915,34,1,5,6,2,1,100,90,906.68,3,0
385916,42,1,11,3,4,6,10,365,768.74,12,0
385917,23,1,29,5,0,9,10,365,814.54,9,0
385918,48,0,8,11,0,0,100,365,884.1,3,0
385919,27,1,40,25,0,13,10,90,751.02,29,0
385920,23,0,21,18,0,7,50,90,826.64,8,0
385921,44,1,36,11,1,19,10,365,791.24,5,0
385922,29,1,12,27,1,2,100,90,519.03,9,0
385923,18,0,34,2,1,2,100,90,565.48,10,0
385924,28,0,21,19,2,7,100,365,668.71,13,0
385925,22,0,38,26,2,4,100,90,900.09,5,0
385926,24,1,39,9,1,17,10,365,702.81,10,0
385927,36,1,40,11,3,10,100,90,754.25,13,0
385928,43,0,57,24,0,3,50,90,773.09,4,0
385929,45,0,56,22,0,8,50,90,838.5,3,0
385930,44,0,4,16,0,9,100,365,677.12,7,0
385931,38,1,20,19,0,2,100,365,767.92,18,0
385932,47,0,7,12,1,3,100,90,585.8,10,0
385933,32,0,42,5,1,3,10,365,514.25,5,0
385934,26,1,14,15,0,6,10,365,896.56,25,0
385935,50,1,32,29,0,13,10,365,543.62,4,0
385936,31,1,8,2,2,2,50,365,877.83,18,0
385937,43,1,50,4,3,15,10,90,925.51,8,0
385938,42,1,49,1,2,6,10,365,795.83,13,0
385939,25,0,26,14,2,9,10,365,633.91,9,0
385940,48,1,20,30,2,20,10,365,886.13,20,0
385941,48,1,29,12,1,0,50,365,994.3,24,0
385942,42,1,42,6,0,10,10,365,920.54,26,0
385943,23,1,19,21,1,11,50,365,758.55,24,0
385944,36,1,57,24,1,12,100,365,625.51,4,0
385945,27,1,22,21,1,3,100,365,825.66,11,0
385946,30,1,60,11,0,14,100,90,775.9,22,0
385947,31,0,33,10,1,7,100,90,627.77,1,0
385948,47,1,37,6,0,5,50,365,620.88,7,0
385949,24,1,36,15,1,8,50,90,842.92,5,0
385950,29,0,45,10,0,20,10,90,844.91,7,0
385951,44,1,36,1,2,20,10,90,644.22,14,0
385952,31,1,39,18,0,0,100,90,904.43,21,0
385953,44,0,35,19,4,8,100,90,987.74,9,0
385954,46,1,26,25,1,6,50,90,637.66,24,0
385955,36,1,27,13,2,9,10,365,875.94,10,0
385956,22,1,28,27,1,1,10,90,815.12,12,0
385957,40,0,59,6,3,8,50,90,723.95,3,0
385958,27,1,15,21,1,11,50,90,544.47,7,0
385959,31,0,17,14,1,10,50,365,794.65,4,0
385960,47,1,2,23,2,10,50,90,760.1,17,0
385961,34,0,58,29,1,18,10,90,838.35,8,0
385962,31,0,52,13,1,0,10,365,887.39,9,0
385963,47,1,36,2,2,9,100,365,764.44,1,0
385964,44,1,57,16,1,18,50,365,855.06,18,0
385965,40,0,47,28,2,13,10,365,916.18,6,0
385966,34,1,23,20,1,2,10,365,769.64,16,0
385967,35,1,35,5,2,18,50,90,816.75,25,0
385968,32,1,12,26,3,2,100,365,928.99,13,0
385969,44,1,10,27,1,18,50,365,546.88,1,0
385970,43,1,37,16,0,3,50,90,648.59,17,0
385971,28,1,36,29,2,4,50,90,635.78,29,0
385972,41,1,38,15,2,5,10,90,530.65,8,0
385973,24,0,17,28,0,20,100,90,688.33,1,0
385974,33,0,36,20,3,4,50,90,663.9,13,0
385975,30,1,8,17,3,12,100,90,520.38,25,0
385976,39,1,21,13,3,8,10,90,952.55,19,0
385977,22,1,60,15,2,1,10,90,935.61,1,0
385978,42,1,40,22,3,1,10,365,808.74,20,0
385979,36,1,48,18,0,19,10,90,855.44,10,0
385980,28,0,49,8,2,19,50,90,527.39,15,0
385981,41,0,1,15,1,5,50,90,736,4,0
385982,36,1,57,20,2,9,50,90,928.06,22,0
385983,44,1,36,16,1,0,100,90,776.26,8,0
385984,25,1,41,8,2,0,10,90,790.89,10,0
385985,25,1,48,10,2,9,50,365,530.25,19,0
385986,33,1,33,28,3,4,50,90,786.74,14,0
385987,20,0,42,24,0,2,50,365,641.27,4,0
385988,44,1,28,12,4,11,50,365,769.09,16,0
385989,41,1,15,26,3,15,50,90,575.14,19,0
385990,42,1,20,30,3,5,10,90,611.1,9,0
385991,46,0,56,11,2,19,50,365,973.53,13,0
385992,28,1,2,23,2,18,50,90,796.3,8,0
385993,32,0,32,27,0,2,50,365,679.51,10,0
385994,47,1,22,20,0,13,50,365,764.57,9,0
385995,42,1,53,27,0,12,50,90,518.08,2,0
385996,36,1,45,13,2,10,100,365,870.37,20,0
385997,49,1,6,4,2,16,10,90,676.18,28,0
385998,46,1,12,14,4,4,10,365,532.57,19,0
385999,25,1,28,22,1,1,10,90,945.01,28,0
386000,27,0,46,28,2,6,100,365,861.16,14,0
386001,46,1,41,12,4,10,10,365,966.88,26,0
386002,20,1,26,20,1,18,50,90,853.2,4,0
386003,25,1,41,29,1,15,100,365,515.21,26,0
386004,19,1,24,13,1,14,50,365,744.83,11,0
386005,45,1,16,23,0,14,10,90,554.51,4,0
386006,45,1,12,30,2,3,10,365,615.87,8,0
386007,48,1,4,29,1,15,100,90,660.71,18,0
386008,50,1,14,10,1,17,100,365,501.67,6,0
386009,43,1,54,2,3,0,50,90,898.48,9,0
386010,22,0,10,5,2,17,100,90,874.12,13,0
386011,44,1,32,2,2,13,100,90,578.7,10,0
386012,19,0,27,19,1,10,10,90,885.53,7,0
386013,36,1,34,18,3,4,10,365,902.46,4,0
386014,41,1,29,12,1,9,10,90,847.67,17,0
386015,21,1,12,26,1,13,100,365,960.54,3,0
386016,19,0,42,15,1,19,10,365,561.19,2,0
386017,38,0,14,18,3,4,10,365,525.03,15,0
386018,27,0,55,4,0,13,100,90,548.35,3,0
386019,50,1,18,17,1,13,50,90,854.94,21,0
386020,49,1,22,12,4,8,100,90,539.12,16,0
386021,34,1,38,25,0,20,10,90,844.89,11,0
386022,46,0,18,15,2,9,10,90,895.66,11,0
386023,33,1,46,20,3,13,10,365,842.82,1,0
386024,26,1,42,26,2,11,10,90,964.73,27,0
386025,46,1,7,28,0,18,100,365,754.48,28,0
386026,23,1,39,21,1,14,100,365,765.59,17,0
386027,22,0,12,23,0,5,100,90,836.33,11,0
386028,48,1,23,23,4,0,10,90,992.18,1,0
386029,44,0,57,14,3,15,10,365,820.92,15,0
386030,30,1,19,22,0,2,10,90,764.95,18,0
386031,48,1,46,23,4,6,100,90,579.68,27,0
386032,44,0,30,19,4,20,10,90,673.51,15,0
386033,18,1,39,26,1,15,50,90,950.89,25,0
386034,50,0,48,29,2,1,100,90,651.43,3,0
386035,26,1,30,27,2,3,50,365,609.82,30,0
386036,45,1,43,17,0,9,10,90,919.75,13,0
386037,44,1,22,10,0,3,10,365,905.66,4,0
386038,25,1,7,10,0,8,100,90,600.46,13,0
386039,44,1,16,12,3,4,10,365,818.87,30,0
386040,36,0,32,30,3,11,50,365,975.05,15,0
386041,32,1,56,25,1,16,50,365,850.42,29,0
386042,47,1,33,5,2,16,50,90,502.99,25,0
386043,18,1,10,12,1,2,10,365,830.03,18,0
386044,42,0,47,22,4,1,100,365,751.83,11,0
386045,44,1,51,7,1,4,10,90,974.12,18,0
386046,50,0,15,10,5,16,100,365,760.63,2,0
386047,43,0,47,22,0,2,10,365,503.75,14,0
386048,43,1,40,13,4,0,50,365,765.48,12,0
386049,32,1,20,19,0,12,10,90,925.08,17,0
386050,32,0,29,30,0,15,100,365,666.71,12,0
386051,47,1,59,27,0,12,100,90,785.37,28,0
386052,49,0,35,17,4,19,50,90,987.93,8,0
386053,22,1,15,15,1,19,100,365,972.73,2,0
386054,19,1,19,19,1,9,50,365,557.74,22,0
386055,32,1,39,13,0,9,50,90,796.88,21,0
386056,46,1,23,13,3,4,10,365,618.35,1,0
386057,49,1,27,25,2,11,100,365,619.27,4,0
386058,33,0,51,20,1,13,50,90,742.37,10,0
386059,48,1,45,22,3,16,50,90,979.99,20,0
386060,25,1,49,1,1,9,10,365,799.92,21,0
386061,49,1,33,2,4,19,100,365,574.1,1,0
386062,19,0,40,8,1,6,50,90,761.42,6,0
386063,36,0,8,16,1,14,50,90,988.7,7,0
386064,40,0,8,13,4,9,100,365,684.9,10,0
386065,23,1,60,7,1,6,50,90,764.66,5,0
386066,30,1,26,6,1,19,50,90,650.71,4,0
386067,38,1,35,20,2,1,50,90,557.18,8,0
386068,23,1,34,9,1,10,50,90,500.28,24,0
386069,24,1,11,29,1,15,10,365,619.62,27,0
386070,44,1,43,19,4,12,100,365,801.78,24,0
386071,24,0,21,11,1,1,10,90,777,14,0
386072,19,0,15,18,1,15,50,365,980.09,9,0
386073,34,1,4,29,1,5,50,90,999.83,12,0
386074,36,0,24,13,0,0,10,365,668.16,8,0
386075,21,1,57,7,1,9,10,90,639.49,9,0
386076,24,1,11,29,1,12,10,90,864.35,21,0
386077,21,0,60,7,0,8,50,90,591.04,15,0
386078,49,1,46,3,4,13,50,90,918.33,6,0
386079,49,1,46,23,1,19,10,90,723.97,12,0
386080,48,1,11,26,3,0,10,365,585.2,13,0
386081,43,0,57,23,4,4,10,365,846.57,12,0
386082,29,1,39,6,2,17,10,90,722.15,26,0
386083,46,1,60,1,4,5,10,365,845.85,25,0
386084,43,0,29,17,1,2,100,365,686.4,6,0
